DATE,CAMPAIGN_ID,COUNTRY_ID,STATE_ID,SPEND,IMPRESSIONS,CLICKS
2022-11-01,1030237413,2840,21160,750.14,768,6
2022-12-06,17344179530,2840,21163,58.37,66,3
2023-01-31,1012855394,2356,21341,0.00,9,0
2022-11-29,8686907662,2840,21164,68.76,27,1
2022-12-27,9647872445,2840,21184,123.97,22,1
2022-10-01,17197475739,2840,21147,327.10,299,4
2022-12-22,19072463248,2356,20453,0.00,9,0
2022-10-01,11652085410,2840,21184,0.00,3,0
2023-01-06,17335759645,2076,21229,12.68,588,1
2022-12-06,16985277335,2840,21152,0.00,44,0
2022-10-27,18416687023,2840,21176,3316.35,17299,125
2022-11-30,16529545136,2076,20087,4.37,581,0
2023-03-13,16705812708,2840,21169,44.57,763,8
2022-10-27,16705812708,2840,21159,15.54,213,1
2022-10-22,9731536273,2840,21172,0.00,29,0
2022-12-30,19072463248,2076,20099,0.00,19,0
2023-03-19,1030237413,2840,21156,435.90,274,7
2022-12-19,17335759645,2484,20717,72.24,1882,3
2022-11-19,9656161861,2040,20047,38.77,32,1
2023-01-10,19072463248,2484,20725,0.00,2,0
2022-12-12,9731196168,2036,20040,36.71,92,1
2022-12-23,17298592738,2276,20241,830.22,7087,55
2023-03-04,16517320743,2036,20037,559.91,6457,41
2022-10-29,16096245591,2840,21180,0.39,2,1
2022-10-13,11654183162,2040,20049,0.00,5,0
2023-02-21,1012855394,2356,21341,0.00,5,0
2023-03-27,17344179530,2840,21159,3.70,58,1
2023-02-14,1012855394,2566,21564,0.00,3,0
2022-10-08,16705812708,2276,20226,64.27,3208,10
2023-01-08,9731536273,2840,21175,0.00,58,0
2022-12-16,17344179530,2840,21184,35.01,260,4
2022-10-16,18591969585,2036,20039,0.00,2,0
2023-03-01,16529545136,2356,21337,94.79,21143,235
2023-01-17,9731536273,2840,21182,50.14,53,1
2022-11-07,16985277335,2840,21152,1.03,65,1
2023-03-15,16334770689,2840,21144,86.69,1182,3
2022-10-26,18597674638,2276,20236,0.00,360,0
2022-11-12,9816566817,2840,21162,0.00,14,0
2022-10-01,8688544442,2840,21147,43.70,17,2
2023-01-13,19323491410,2040,20047,0.00,9,0
2023-02-04,17335759645,2484,20719,11.74,1256,1
2022-11-15,8688544442,2840,21152,29.73,10,2
2023-03-06,16985277335,2484,20713,136.97,15458,165
2022-10-27,18592011993,2276,20234,0.00,24,0
2023-03-29,8687082220,2036,20034,2.88,7,1
2022-10-22,9710540067,2840,21137,383.28,998,2
2023-01-10,17335759645,2484,20701,37.34,2706,3
2022-12-08,17335759645,2076,21232,6.47,519,0
2023-01-04,9710540067,2840,21162,39.18,66,1
2022-10-31,16107460064,2840,21144,14.76,162,0
2023-03-03,9985023596,2276,20226,22.60,71,2
2022-10-08,18416696815,2356,21335,42.94,10506,25
2022-12-08,1012855394,2484,20725,0.27,3,1
2023-03-04,9645746542,2040,20044,1.23,92,1
2022-11-02,18416696815,2356,21289,2.36,576,1
2022-11-30,19016565285,2484,20720,0.00,3,0
2023-02-07,16529545136,2356,20472,179.28,35091,425
2023-03-16,16129801833,2840,21145,225.00,2766,4
2023-03-11,1030237413,2840,21160,702.88,491,17
2022-10-09,18416696815,2356,20460,436.55,69579,218
2023-03-12,9645746542,2040,20047,1.23,70,1
2023-03-03,8686907662,2840,21163,0.00,2,0
2023-04-03,16529545136,2356,20471,109.89,24749,335
2023-03-30,9611555892,2276,20235,69.73,12,1
2022-10-29,11652085410,2840,21175,0.00,71,0
2022-12-01,16529545136,2076,20092,10.40,957,3
2023-02-25,9985023596,2040,20047,0.00,49,0
2022-10-15,1012855394,2076,20102,0.14,19,1
2023-02-06,16529545136,2484,20714,21.17,2059,10
2023-01-25,16101107713,2036,20035,575.03,1707,8
2023-01-07,9731196168,2036,20039,0.00,2,0
2022-12-05,17335759645,2484,20694,26.52,1234,1
2023-02-24,1030237413,2840,21165,72.33,95,2
2022-12-06,19072463248,2076,20090,0.00,2,0
2022-11-05,1030237413,2840,21162,599.04,309,7
2022-11-05,1012855394,2356,20468,0.14,17,1
2022-10-08,11698174219,2076,21230,0.00,36,0
2023-01-03,10586966769,2040,20043,0.00,3,0
2022-10-22,18416687023,2840,21136,1224.49,4923,52
2023-01-14,9647872445,2840,21171,152.05,491,3
2023-01-31,19072463248,2356,21337,0.00,19,0
2023-03-31,8687082217,2840,21177,0.00,5,0
2023-03-27,9647872445,2840,21171,169.86,1343,5
2022-10-19,9731536273,2840,21142,0.00,36,0
2022-10-30,1030237413,2840,21133,0.00,129,0
2023-01-02,9647872445,2840,21152,292.60,347,4
2022-12-29,16107460064,2840,21176,5898.96,60654,162
2023-02-15,16529545136,2356,20468,40.06,10203,126
2023-03-02,16985277335,2484,20700,41.02,4298,70
2023-01-07,16705812708,2840,21149,31.07,588,4
2022-12-02,19023347707,2484,20706,0.00,2,0
2023-03-31,1012855394,2356,20454,15.89,31,3
2023-02-11,16101107713,2276,20235,25.28,1044,1
2022-11-25,9816569721,2036,20034,0.00,5,0
2023-03-11,19763965848,2840,21160,0.00,24,0
2022-11-22,11698174219,2484,20721,0.27,2,1
2022-10-16,16976496847,2276,20227,27.32,593,1
2023-03-02,8686907662,2840,21153,55.75,20,1
2023-04-03,9710540067,2840,21141,0.00,26,0
2022-11-09,1012855394,2104,9065354,0.00,2,0
2022-10-30,18597674638,2040,20043,6.38,41,1
2023-01-29,16529545136,2484,20715,52.00,3862,22
2023-02-02,16141721408,2040,20046,11.09,695,3
2022-12-30,8686907662,2840,21172,0.00,2,0
2023-01-23,8688544442,2840,21167,113.01,49,6
2023-04-05,19097200206,2356,20471,10.29,877,1
2023-02-15,9656161861,2040,20050,84.38,194,1
2022-11-24,17197475739,2840,21135,402.72,129,6
2023-03-27,9647872445,2840,21184,62.20,49,1
2023-01-11,16107460064,2840,21164,264.92,3737,13
2022-12-20,9611555898,2276,20237,0.14,3,1
2023-02-01,16107460064,2036,20034,2.84,71,1
2022-12-30,19329701910,2484,20718,8.22,643,1
2023-01-01,16107460064,2040,20049,10.93,199,1
2023-04-04,17335759645,2076,20091,12.38,782,1
2022-10-26,9611555898,2276,20236,0.00,10,0
2023-03-22,9611555928,2040,20044,0.00,3,0
2022-10-02,9816566817,2840,21153,0.00,49,0
2023-01-09,9716491608,2276,20230,59.86,43,1
2023-01-16,9731536273,2840,21148,0.00,44,0
2023-01-02,15942125913,2076,20102,746.60,93850,505
2023-03-06,16985277335,2484,20717,61.11,4707,53
2023-04-02,19097200206,2076,20105,76.20,2346,5
2022-10-28,18598483628,2840,21170,0.00,15,0
2022-12-04,16141721408,2036,20039,1.34,78,0
2023-03-29,16976496847,2276,20241,122.10,2276,4
2022-11-10,17197475739,2840,21178,332.13,666,3
2023-01-05,17197475739,2840,21147,996.98,4556,18
2022-10-14,1030237413,2840,21141,68.22,43,1
2023-03-04,9816566817,2840,21141,1.37,32,1
2023-03-10,17197475739,2840,21156,215.94,1068,8
2023-03-28,8688544442,2840,21170,44.66,22,4
2023-03-17,16705812708,2036,20041,8.38,779,3
2022-12-12,1012855394,2356,21337,1.23,20,1
2022-10-27,18598835899,2276,20227,0.00,3,0
2022-10-30,16334770689,2840,21168,0.00,5,0
2022-10-09,15942125913,2076,20097,35.97,11567,38
2022-10-16,16705812708,2036,20035,291.18,5855,29
2022-10-14,11652085410,2840,21165,0.00,34,0
2022-12-07,9716491608,2040,20045,0.00,10,0
2023-03-16,16334770689,2840,21146,398.98,1372,8
2023-03-25,16985277335,2840,21145,0.01,3,0
2022-12-29,16705812708,2840,21140,92.27,2205,11
2023-02-07,9816566817,2840,21140,0.00,27,0
2023-02-28,9816566817,2840,21159,44.07,75,1
2023-03-17,9816566817,2840,21141,0.00,20,0
2023-04-04,1012855394,2484,20725,45.64,12,2
2023-03-03,16334770689,2840,21154,72.88,631,4
2023-02-18,16129801833,2840,21169,677.81,4274,10
2023-01-21,16334770689,2840,21171,2331.92,10543,57
2023-02-03,15942125913,2076,21226,9.00,1571,14
2022-12-15,8688544442,2840,21173,8.08,9,1
2022-10-13,8686907662,2840,21177,11.10,12,1
2022-11-12,8686907662,2840,21175,0.00,9,0
2023-01-21,8687082217,2840,21148,0.00,5,0
2022-10-04,1012855394,2458,20738,1.23,24,2
2023-03-05,9611555928,2040,20050,0.14,31,1
2022-12-04,19023347707,2356,20460,5.47,503,3
2022-11-06,16705812708,2840,21169,112.36,1831,8
2022-12-10,9611555898,2276,20235,0.27,12,1
2022-12-24,1030237413,2840,21168,75.07,56,1
2023-03-22,16517320743,2276,20231,127.77,4622,30
2023-01-06,19329701910,2356,20453,0.83,68,0
2023-03-27,16529545136,2458,20738,66.49,8454,55
2023-01-13,16141721408,2036,20034,19.75,253,5
2023-02-24,9646241456,2036,20035,180.94,821,7
2023-02-08,1030237413,2840,21155,570.00,376,9
2023-01-02,9647872445,2840,21161,0.00,46,0
2022-12-12,16705812708,2840,21137,2000.85,18666,144
2022-12-25,17335759645,2484,20718,113.03,3288,12
2022-10-23,15942125913,2076,20095,41.32,6633,27
2022-12-23,16517320743,2276,20236,206.00,4437,13
2023-03-08,8687082220,2036,20041,0.00,15,0
2022-12-31,17344179530,2840,21183,44.85,1069,8
2022-12-23,17335759645,2458,20743,10.89,150,1
2023-02-02,8688544442,2840,21161,30.80,5,1
2023-02-12,16107460064,2840,21163,7.53,71,0
2022-11-06,9645632783,2036,20036,0.00,17,0
2022-11-30,17298592738,2276,20228,521.44,5236,48
2022-10-20,16193384549,2036,20037,334.03,479,4
2023-04-04,19097200206,2076,20090,44.79,847,2
2023-01-01,16107460064,2840,21149,78.02,1030,1
2023-01-05,19316233353,2840,21147,8.90,27,3
2022-10-16,8688544442,2840,21156,0.00,10,0
2022-12-01,19023347656,2076,20094,0.00,54,0
2022-11-28,16985277335,2840,21135,0.00,27,0
2023-02-19,9645746542,2040,20046,44.25,31,1
2022-12-29,9710540067,2840,21156,238.09,92,4
2023-03-11,1012855394,2484,20713,1.10,53,1
2023-02-15,9985023596,2276,20238,0.00,12,0
2022-12-21,15942125913,2076,20092,184.62,15904,137
2023-03-22,8686907662,2840,21182,90.41,29,2
2023-03-20,16107460064,2840,21169,22.45,138,1
2022-10-03,8686907662,2840,21154,0.00,2,0
2023-01-15,16107460064,2036,20034,4.60,107,1
2022-10-27,11698174219,2484,20705,0.00,7,0
2022-11-13,17335759645,2484,20725,40.17,2057,3
2023-01-08,16985277335,2484,20709,214.33,30260,351
2022-12-07,9985023596,2040,20045,0.00,3,0
2023-02-22,16096245591,2484,20723,0.27,17,1
2023-03-09,16107460064,2040,20048,0.78,83,0
2023-02-21,16529545136,2484,20716,7.30,755,4
2022-10-07,16529545136,2076,20092,9.81,1365,4
2023-03-12,16096245591,2484,20724,3.34,184,1
2022-11-02,16193384549,2036,20037,108.95,325,2
2022-10-30,9985023596,2276,20236,41.78,43,1
2023-01-01,19329701910,2840,21142,58.27,78,0
2023-03-31,9731536273,2840,21159,0.00,29,0
2022-11-27,19023347656,2356,20462,134.26,8719,27
2022-12-05,1012855394,2076,20092,0.14,19,1
2022-10-14,17344179530,2840,21146,22.33,122,1
2022-12-13,9645746542,2276,20240,32.60,51,1
2023-03-03,17344179530,2840,21169,7.76,214,3
2023-03-25,17197475739,2840,21169,34.36,143,1
2022-10-30,11698174219,2076,21229,0.00,22,0
2023-03-17,16107460064,2040,20048,2.20,48,0
2022-11-28,16529545136,2356,20453,19.97,4667,57
2023-02-21,17298592738,2040,20044,51.49,1299,7
2023-01-09,16705812708,2840,21175,191.36,1557,13
2023-03-28,8686907662,2840,21152,167.81,36,2
2023-01-26,9816566817,2840,21167,1.92,185,1
2022-10-06,16529545136,2076,20105,18.34,1336,6
2022-10-02,16529545136,2356,20470,8.94,825,25
2022-10-13,18416696815,2356,20461,194.84,41844,123
2022-12-19,1012855394,2076,20087,0.14,2,1
2022-11-21,17298592738,2276,20238,33.76,410,2
2022-11-17,16129801833,2840,21182,728.69,4529,22
2022-10-28,1012855394,2356,20455,0.00,10,0
2022-12-09,1012855394,2076,20088,0.27,14,1
2022-12-21,9710540067,2840,21157,31.51,39,1
2022-10-28,16135846000,2076,20090,18.68,1437,3
2022-10-02,10586966769,2040,20042,0.00,2,0
2023-02-08,15942125913,2076,20086,17.93,2705,18
2023-03-07,16976496847,2040,20045,172.43,2734,10
2022-12-03,9816566817,2840,21138,0.00,36,0
2022-11-27,16096245591,2484,20707,7.39,325,2
2022-10-04,9985023596,2276,20230,0.00,10,0
2023-01-07,19072463248,2484,20719,0.00,3,0
2023-01-06,9611555898,2040,20045,0.00,2,0
2022-10-19,9645746542,2276,20226,140.96,92,1
2023-03-21,1012855394,2484,20715,0.00,27,0
2023-03-20,16985277335,2840,21146,0.02,3,0
2023-01-06,17298592738,2276,20241,350.30,7404,36
2023-01-25,16107460064,2840,21173,40.48,401,1
2023-03-16,9647872445,2840,21149,66.98,384,3
2023-01-23,17335759645,2484,20723,1.76,187,0
2023-02-10,1012855394,2484,20719,0.00,5,0
2022-12-25,9710540067,2840,21153,102.88,26,2
2023-01-26,16107460064,2840,21180,53.05,587,2
2023-03-03,16107460064,2840,21175,10.30,109,0
2022-10-14,9611555898,2276,20226,0.14,2,1
2023-02-06,16705812708,2276,20236,7.67,677,2
2022-11-13,8687082217,2840,21180,0.00,19,0
2022-12-01,19023347707,2356,20469,5.07,202,1
2022-12-24,19072463248,2458,20741,0.00,2,0
2022-11-30,19023561023,2356,20465,0.00,39,0
2022-10-30,17335759645,2076,20104,41.74,4320,4
2023-02-22,17335759645,2484,20719,7.15,587,0
2022-12-30,16101107713,2276,20231,361.59,4986,11
2022-10-02,9611555892,2040,20050,70.41,31,2
2023-01-21,1012855394,2484,20714,0.00,9,0
2022-10-22,16529545136,2484,20724,29.66,5406,17
2022-10-03,9656161861,2040,20050,14.79,162,1
2023-02-25,9985023596,2276,20231,0.00,90,0
2022-11-20,9816566817,2840,21145,0.00,9,0
2022-10-22,16101107713,2276,20230,0.96,60,0
2022-12-02,19023561023,2458,20749,0.00,10,0
2022-11-20,18889806200,2276,20232,1.47,22,0
2023-01-02,11652085410,2840,21167,121.51,2,1
2022-12-21,15942125913,2076,21226,17.63,1824,17
2022-11-20,9716491608,2276,20235,0.00,71,0
2023-01-15,16107460064,2840,21170,53.10,699,3
2022-12-07,9716491608,2276,20237,0.00,36,0
2023-02-02,9731536273,2840,21165,0.00,109,0
2023-02-11,16096245591,2484,20701,3.90,247,0
2023-01-02,17335759645,2458,20737,73.38,6724,9
2023-01-13,16101107713,2040,20045,3.79,151,0
2023-04-02,16101107713,2276,20234,76.54,1423,4
2023-02-20,16976496847,2040,20050,231.63,4403,15
2022-10-22,17298592738,2276,20238,38.51,794,5
2022-10-23,16107460064,2840,21143,615.33,3573,22
2023-01-17,19072463248,2356,20466,1.37,15,1
2023-02-18,16141721408,2276,20236,1.91,384,1
2023-01-24,9816566817,2840,21159,0.00,24,0
2022-11-03,16193384549,2276,20234,1.90,78,0
2023-03-28,16529545136,2356,20461,93.37,19514,232
2022-12-31,16141721408,2276,20229,124.15,4320,19
2023-02-16,9731536273,2840,21183,41.37,70,2
2022-11-14,8686907662,2840,21184,0.00,3,0
2023-01-08,16985277335,2840,21174,0.04,5,0
2022-12-17,9645632783,2036,20036,0.00,7,0
2023-01-18,16705812708,2276,20241,4.00,265,1
2023-01-17,16107460064,2276,20229,74.42,1556,4
2022-11-11,8688544442,2840,21152,20.82,7,1
2023-02-15,17197475739,2840,21178,345.17,2101,8
2023-01-09,9716491608,2276,20238,0.00,29,0
2023-01-04,9816566817,2840,21170,0.00,48,0
2022-10-10,1030237413,2840,21150,493.43,408,6
2023-03-13,10586966769,2276,20226,23.56,112,3
2022-10-10,9816566817,2840,21179,0.00,14,0
2022-12-21,16985277335,2840,21182,0.17,12,0
2023-01-13,17197475739,2840,21150,407.27,916,11
2022-11-06,9611555898,2276,20227,0.00,2,0
2022-12-04,9611555928,2040,20043,0.00,2,0
2022-10-14,10586966769,2276,20238,0.00,9,0
2023-01-06,16529545136,2356,21340,6.11,716,4
2022-12-11,9716491608,2276,20226,39.45,228,1
2023-01-23,16529545136,2484,20718,13.31,1080,4
2023-02-14,16529545136,2356,20468,31.98,9716,114
2022-10-14,17344179530,2840,21168,71.57,580,10
2023-02-11,16129801833,2840,21135,541.68,3121,8
2022-12-28,19072463248,2076,20103,0.00,2,0
2023-03-23,17335759645,2076,20088,14.55,1030,4
2022-12-07,16135846000,2076,20087,16.72,1301,4
2022-10-06,16334770689,2840,21165,568.37,3148,11
2023-01-30,16517320743,2040,20043,6.84,304,0
2023-01-18,17344179530,2840,21167,129.45,636,8
2022-10-04,9647872445,2840,21145,286.44,218,4
2022-12-18,17344179530,2840,21154,109.46,423,4
2022-12-20,9647872445,2840,21148,449.03,349,10
2023-03-24,9985023596,2276,20238,0.00,12,0
2023-01-30,16129801833,2840,21145,435.40,2037,4
2022-10-22,17197475739,2840,21155,131.51,746,2
2023-03-08,1030237413,2840,21167,1238.17,721,22
2023-02-02,8687082217,2840,21147,73.42,14,1
2023-03-14,16141721408,2276,20226,11.11,376,1
2022-11-27,19023561017,2484,20698,0.00,5,0
2022-12-06,19072463248,2484,20718,0.00,3,0
2023-04-02,16334770689,2840,21170,696.02,3514,20
2023-03-11,9647872445,2840,21150,165.07,738,4
2022-10-30,1012855394,2484,20706,0.00,3,0
2023-01-13,16985277335,2840,21136,1.24,87,1
2022-10-06,11698174219,2356,20466,0.00,9,0
2022-11-09,16985277335,2840,21170,2.48,87,1
2022-12-29,9816566817,2840,21133,0.00,9,0
2023-01-08,16141721408,2276,20229,119.58,3687,14
2023-01-26,9710540067,2840,21145,347.68,114,4
2023-02-16,16976496847,2276,20226,231.76,3485,12
2022-10-30,18598763218,2840,21143,5.08,175,1
2023-03-16,16976496847,2276,20233,88.66,1319,6
2023-01-08,9710540067,2840,21152,201.10,240,4
2022-12-24,19072463248,2356,20457,0.00,14,0
2022-10-17,16529545136,2076,20101,159.04,15939,60
2022-12-26,19329701910,2040,20048,0.41,7,0
2022-10-14,18598958317,2276,20235,0.00,3,0
2023-04-03,17335759645,2458,20747,4.99,175,1
2023-02-09,16141721408,2040,20044,3.29,468,1
2022-10-27,9710540067,2840,21172,0.00,20,0
2022-12-30,17197475739,2840,21133,450.47,1637,8
2023-03-30,1012855394,2076,20098,0.00,12,0
2023-01-30,16101107713,2276,20230,0.84,31,0
2022-10-21,16129801833,2840,21178,1782.11,10887,34
2022-12-19,9816566817,2840,21183,0.00,14,0
2022-10-02,11698174219,2484,20711,0.82,36,1
2022-11-10,16129801833,2840,21158,1315.81,5916,22
2022-11-26,16129801833,2840,21148,2205.91,8250,37
2023-03-17,16193384549,2036,20041,18.12,308,0
2022-12-21,16107460064,2840,21143,423.95,2508,15
2023-03-25,9731536273,2840,21166,0.00,82,0
2022-10-14,17344179530,2840,21160,65.46,585,7
2022-10-13,10586966769,2276,20236,0.00,24,0
2022-10-27,18598763218,2840,21139,0.00,46,0
2022-10-28,18601950680,2840,21155,0.00,2,0
2022-11-28,16517320743,2276,20239,42.75,661,3
2022-10-12,16529545136,2484,20723,11.97,2203,9
2023-01-23,17344179530,2840,21141,2.06,43,0
2023-01-12,16976496847,2276,20228,3664.30,129149,232
2023-01-14,9646241456,2036,20034,0.00,22,0
2022-10-04,1030237413,2840,21154,135.88,143,3
2022-10-21,18598496615,2840,21156,0.00,5,0
2022-10-06,9710540067,2840,21174,0.00,36,0
2023-01-01,19072463248,2484,20723,0.00,2,0
2022-10-10,18416687023,2840,21155,961.74,5228,41
2022-12-13,9646241456,2036,20038,125.75,51,1
2022-12-23,17344179530,2840,21179,5.24,156,1
2022-10-02,16705812708,2840,21157,196.58,4124,17
2023-01-06,16107460064,2840,21142,539.83,5901,27
2023-03-16,15942125913,2076,20097,51.09,9064,83
2023-01-16,19329701910,2040,20047,1.42,32,0
2023-01-12,16529545136,2484,20714,2.28,296,1
2023-01-26,1012855394,2356,21334,0.00,3,0
2023-02-20,10586966769,2276,20241,0.00,7,0
2022-10-15,17298592738,2040,20047,224.84,2105,27
2022-12-04,1030237413,2840,21132,0.00,56,0
2022-10-23,8687082217,2840,21140,62.05,5,1
2023-01-10,16193384549,2276,20231,37.08,959,5
2023-03-28,16107460064,2840,21146,13.54,77,1
2022-10-26,16141721408,2036,20037,120.78,1069,10
2023-03-28,9646241456,2036,20038,61.23,248,3
2023-01-31,16985277335,2840,21169,0.28,49,0
2022-10-15,1030237413,2840,21170,0.00,133,0
2023-03-17,16976496847,2040,20047,111.23,2196,4
2022-11-23,16129801833,2840,21175,1349.95,4813,17
2022-11-10,9647872445,2840,21158,9.59,138,1
2023-03-13,8688544442,2840,21156,60.27,12,4
2022-10-10,16129801833,2840,21145,619.84,4933,10
2022-10-14,16705812708,2040,20044,7.48,687,1
2022-10-10,17335759645,2076,20105,3.04,522,1
2023-03-24,9816566817,2840,21155,48.35,388,2
2022-11-08,17344179530,2840,21138,148.61,1522,13
2022-12-30,16096245591,2484,20704,9.00,308,0
2022-11-18,16705812708,2036,20041,37.22,689,6
2022-10-03,9611555892,2276,20232,7.81,7,1
2022-12-11,16705812708,2040,20048,30.50,947,6
2022-12-25,16334770689,2840,21145,1443.13,1904,33
2022-12-16,9645746542,2040,20043,0.00,17,0
2023-01-07,8687082217,2840,21170,0.00,15,0
2023-01-21,16193384549,2040,20048,4.24,95,0
2023-02-01,17197475739,2840,21150,175.14,554,3
2022-12-28,16705812708,2276,20228,663.33,28402,83
2023-03-30,8687082217,2840,21177,0.00,5,0
2023-02-15,16985277335,2484,20701,36.40,2987,46
2022-10-23,9656161861,2276,20231,20.55,58,1
2023-03-26,19097200206,2076,20091,5.00,286,1
2022-11-23,16529545136,2484,20725,1.94,304,2
2022-11-30,8689311018,2036,20040,67.54,17,1
2022-12-07,8688544442,2840,21135,38.90,5,1
2023-01-24,16096245591,2484,20725,1.61,92,1
2023-04-02,9816566817,2840,21159,0.00,58,0
2022-10-06,10586966769,2276,20236,37.26,24,1
2023-03-10,9647872445,2840,21154,43.98,214,2
2022-11-10,16135846000,2076,20088,40.10,4575,10
2023-03-11,16529545136,2484,20700,5.01,777,4
2023-01-12,16193384549,2036,20036,13.79,102,0
2022-10-28,9647872445,2840,21167,0.00,146,0
2022-10-10,16529545136,2484,20724,4.66,998,1
2023-02-08,16096245591,2484,20706,7.53,444,3
2022-10-06,9656161861,2040,20042,0.00,15,0
2022-10-17,16107460064,2036,20034,9.19,134,0
2023-01-25,8687082217,2840,21137,188.22,95,5
2023-03-26,9731536273,2840,21144,0.00,26,0
2022-10-23,16985277335,2484,20720,31.34,5245,74
2023-03-12,17335759645,2076,21228,2.46,122,0
2023-03-26,19097200206,2356,20462,448.24,14710,60
2023-01-01,17197475739,2840,21172,19.81,655,1
2022-11-04,1030237413,2840,21141,104.11,87,1
2023-01-10,19316233353,2840,21149,43.29,10,2
2023-03-23,16193384549,2276,20238,0.33,14,0
2022-12-22,16529545136,2458,20740,23.82,1035,19
2022-11-14,17344179530,2840,21184,8.79,126,1
2022-12-03,16193384549,2276,20239,79.48,328,1
2022-12-02,11652085410,2840,21171,0.00,3,0
2023-02-20,16517320743,2040,20043,4.09,204,0
2022-12-03,16107460064,2040,20048,18.98,581,1
2023-01-23,17335759645,2076,20100,1.45,325,0
2022-12-24,16985277335,2484,20711,21.38,2601,32
2023-02-11,16529545136,2484,20705,2.99,379,1
2022-12-18,9647872445,2840,21168,514.37,816,10
2022-12-22,1012855394,2076,20097,3.29,9,1
2022-11-06,9647872445,2840,21155,866.03,1734,18
2023-01-07,16529545136,2076,20106,55.58,7577,18
2023-01-17,19072463248,2356,20460,112.33,46,3
2023-01-07,16705812708,2040,20042,0.04,116,0
2023-02-03,8687082217,2840,21172,0.00,5,0
2022-12-19,16529545136,2356,20455,158.95,23096,175
2023-01-11,16529545136,2458,20748,14.01,4197,21
2023-01-07,17298592738,2276,20237,252.47,6416,33
2023-03-31,19097200206,2356,21334,94.27,5401,18
2022-11-10,16135846000,2076,20098,11.13,1472,2
2022-12-31,9611555928,2040,20048,30.55,15,1
2022-11-07,9731536273,2840,21132,0.00,22,0
2023-03-08,16529545136,2356,20468,119.33,22557,213
2022-10-06,15942125913,2076,20088,51.94,13182,74
2023-01-29,9645746542,2040,20043,0.00,27,0
2022-12-05,19023347656,2356,20470,0.00,5,0
2023-03-26,17197475739,2840,21149,41.45,70,0
2022-10-27,18595480449,2040,20048,0.00,2,0
2023-02-19,16976496847,2276,20239,284.44,5258,13
2023-01-30,9611555892,2276,20231,58.36,15,2
2022-12-29,19329701910,2356,21268,13.60,3341,3
2022-12-17,9816566817,2840,21152,9.86,53,1
2023-02-26,16517320743,2036,20035,665.47,6644,48
2022-12-09,9716491608,2040,20044,3.97,39,1
2023-03-23,16193384549,2276,20230,0.00,3,0
2022-11-25,16334770689,2840,21144,131.34,916,5
2022-12-11,9816569721,2036,20041,0.00,24,0
2023-01-10,17344179530,2840,21144,25.80,282,6
2022-10-26,18592041816,2356,21335,0.00,2,0
2022-10-29,18598862587,2840,21162,0.00,10,0
2022-10-20,18592067436,2840,21160,0.00,3,0
2023-03-15,9647872445,2840,21159,37.81,100,1
2023-03-07,16141721408,2276,20238,0.09,51,0
2023-03-30,19097200206,2076,20097,58.32,1627,8
2023-02-01,9645746542,2040,20044,0.00,87,0
2022-11-16,9611555928,2276,20235,106.16,163,13
2022-12-05,16141721408,2040,20043,6.55,111,1
2022-12-05,1012855394,2458,20746,0.00,2,0
2022-11-20,16976496847,2276,20239,344.08,2130,6
2022-10-12,16334770689,2840,21170,372.16,4534,13
2022-12-03,9985023596,2276,20240,0.00,19,0
2022-10-29,18595480449,2276,20231,0.00,197,0
2022-12-07,17197475739,2840,21143,223.08,765,3
2023-02-06,15942125913,2076,20099,50.16,11288,69
2023-01-03,17335759645,2484,20706,382.37,17889,41
2023-01-18,9647872445,2840,21141,0.00,24,0
2022-12-14,16529545136,2484,20708,114.71,6176,27
2023-02-13,16985277335,2840,21146,0.00,10,0
2022-12-14,8687082217,2840,21166,98.22,7,1
2023-01-15,9645632783,2036,20036,0.00,3,0
2023-01-20,16985277335,2840,21179,0.00,3,0
2023-01-17,16193384549,2040,20049,1.60,29,0
2022-12-02,19023561023,2356,20461,0.00,48,0
2022-10-22,16334770689,2840,21166,485.99,3905,11
2023-03-17,16985277335,2484,20700,41.00,5741,58
2022-12-05,16705812708,2840,21174,11.71,117,1
2022-12-13,16101107713,2276,20235,336.56,3488,10
2023-01-01,19324153619,2840,21156,212.60,117,2
2023-02-06,17197475739,2840,21137,2489.18,8337,66
2023-03-31,16193384549,2276,20238,0.21,15,0
2022-11-13,17335759645,2484,20716,70.19,3322,6
2022-11-10,8688544442,2840,21147,131.64,14,4
2023-03-19,16985277335,2840,21163,5.11,3,0
2022-12-08,16529545136,2356,21335,56.46,8655,77
2023-01-06,17335759645,2484,20700,23.64,1703,2
2023-04-04,9611555928,2040,20044,11.78,10,1
2023-03-22,16107460064,2840,21184,0.20,7,0
2022-11-01,1012855394,2484,20711,3.97,5,1
2023-01-15,17197475739,2840,21151,281.42,950,6
2023-01-31,16517320743,2276,20235,454.80,19300,52
2023-04-01,16976496847,2276,20229,1307.23,28222,42
2023-01-21,9647872445,2840,21164,47.26,185,1
2023-02-25,9710540067,2840,21162,319.32,75,6
2023-01-18,16985277335,2840,21157,0.00,10,0
2023-01-21,1030237413,2840,21140,0.00,10,0
2023-02-28,16107460064,2276,20227,12.26,158,0
2023-02-28,1030237413,2840,21146,126.44,119,3
2022-10-14,17197475739,2840,21149,0.09,95,0
2022-11-02,1030237413,2840,21174,33.97,49,1
2023-03-04,16129801833,2840,21178,1103.32,7611,20
2022-11-30,11698174219,2566,21569,0.00,2,0
