DATE,CAMPAIGN_ID,COUNTRY_ID,SPEND,IMPRESSIONS,CLICKS
2023-01-26,16529545136,2356,448.30,722985,6623
2022-03-15,16529545136,2484,130.80,83851,269
2022-05-31,9611555928,2528,19.48,75,7
2022-03-11,16463239324,2152,1.91,1476,6
2022-08-30,10586966769,2352,0.00,9,0
2022-08-04,11698174219,2710,5.11,624,12
2022-07-19,9611555898,2634,0.01,7,1
2022-01-19,15589107333,2056,0.03,61,0
2022-04-10,16603644177,2756,479.61,172990,473
2022-07-28,8687082220,2124,34.86,168,30
2022-07-23,9646241456,2372,43.00,1302,12
2022-10-24,16193384549,2246,16.00,435,8
2022-08-20,9985023596,2528,7.32,252,1
2022-02-11,8709347981,2372,0.00,7,0
2023-01-18,16096245591,2222,0.80,789,2
2022-01-18,15673399839,2578,3.53,1238,6
2022-01-21,11698174219,2356,0.99,12,1
2022-06-06,16141721408,2410,38.24,16225,48
2022-06-09,16517320743,2826,1277.50,85315,417
2022-03-13,1012855394,2356,21.82,1437,53
2023-02-27,9985023596,2528,4.30,751,5
2022-12-17,17335759645,2233,10.71,3307,8
2022-03-18,9716491608,2040,9.75,160,3
2022-09-09,15942125913,2076,134.94,244931,1621
2022-08-13,16096245591,2840,2.51,362,4
2022-06-22,10586966766,2752,1.25,53,1
2022-01-21,15588078891,2724,2.06,1858,2
2022-04-18,9611555898,2410,0.55,14,1
2022-03-01,9611555898,2344,0.00,19,0
2023-01-13,16193384549,2756,6.98,1233,4
2023-02-26,16101107713,2208,33.65,4255,15
2022-02-17,16141721408,2276,330.05,124778,367
2022-03-28,16517320743,2392,14.24,1433,15
2022-10-08,9611555898,2410,0.00,2,0
2022-09-04,11698174219,2591,0.00,48,0
2022-07-22,11698174219,2158,3.21,231,4
2022-03-07,9985023596,2376,0.14,100,1
2022-09-09,11698174219,2616,6.79,2982,52
2022-09-16,9716491608,2682,6.44,309,4
2022-07-18,8686907662,2840,100.45,643,25
2022-12-23,16985277335,2320,6.38,9518,101
2022-07-03,17479967258,2124,49.93,12002,11
2022-12-30,1012855394,2887,0.00,2,0
2022-07-04,9645746542,2414,0.93,223,2
2022-09-13,17335759645,2032,12.30,12680,15
2023-01-13,19323491410,2410,0.00,3,0
2022-06-15,11698174219,2434,0.04,44,1
2022-06-22,1012855394,2348,6.99,43,1
2022-05-25,16560346313,2702,0.52,10,1
2022-07-08,1012855394,2788,0.00,3,0
2022-04-29,1012855394,2858,0.84,3,1
2023-02-14,16529545136,2620,5.10,6232,12
2022-04-09,9716491608,2528,35.07,440,8
2022-07-18,1012855394,2300,0.07,53,3
2022-06-08,9985023596,2344,0.00,31,0
2022-09-10,9611555892,2528,4.47,80,4
2022-02-16,9716491608,2344,12.55,507,4
2022-01-01,2065744516,2616,37.86,15914,83
2022-10-18,18592041816,2428,0.00,2,0
2022-10-29,17298592738,2276,640.92,73707,577
2022-01-08,15680671364,2702,54.25,50519,129
2022-08-30,9816569721,2124,15.74,621,5
2022-01-07,15673399839,2344,11.62,17258,29
2022-08-14,16517320743,2752,14.52,3426,15
2022-08-18,11654183429,2208,0.29,510,2
2022-01-03,15589107348,2250,3.46,661,0
2022-01-19,9611555928,2056,0.00,27,0
2022-02-25,1030237413,2840,399.59,8305,45
2022-12-04,16101107713,2124,195.09,11341,38
2022-10-27,18598958317,2442,0.00,15,0
2022-10-31,1012855394,2388,0.00,3,0
2023-03-20,1012855394,2104,0.68,14,1
2022-03-23,16193384549,2470,2.44,355,1
2022-08-21,16193384549,2376,11.92,2987,7
2022-03-04,1012855394,2188,1.33,15,2
2022-01-27,1012855394,2356,27.10,916,47
2023-01-05,9611555898,2784,0.00,3,0
2022-11-03,1012855394,2292,0.00,3,0
2023-02-21,16985277335,2724,16.35,10860,81
2022-11-12,9645746542,2380,66.44,1880,24
2022-01-29,1012855394,2400,1.14,3,1
2022-09-07,9611555892,2040,2.26,48,3
2022-01-13,11510088205,2442,0.00,77,0
2022-07-16,15942125913,2076,396.63,349030,3820
2023-02-11,17335759645,2704,82.21,175884,173
2022-05-05,9656161858,2578,9.16,275,3
2022-10-20,18598486691,2752,0.00,7,0
2022-12-15,10586966769,2048,0.00,29,0
2023-01-28,16096245591,2630,0.76,219,3
2022-10-18,16705812708,2528,41.28,22178,74
2022-12-13,9611555925,2578,0.00,5,0
2022-07-24,9611555928,2414,0.01,10,1
2022-09-17,11654183162,2276,2.51,1460,15
2022-11-24,9611555892,2344,0.01,9,1
2022-04-04,16096245591,2188,23.26,22605,28
2023-02-06,9716491605,2578,19.30,583,6
2023-02-09,16096245591,2152,2.73,848,4
2022-08-29,16517320743,2352,2.52,709,2
2022-12-27,1012855394,2170,0.60,87,6
2022-05-20,8689311018,2124,6.23,39,4
2022-05-09,9611555892,2784,0.00,9,0
2023-02-14,9611555928,2756,13.12,61,3
2022-07-13,11698174219,2158,0.00,122,0
2022-07-14,11698174219,2254,0.00,15,0
2022-07-02,11698174219,2288,0.00,31,0
2022-06-23,9716491608,2470,1.62,61,1
2022-10-06,1012855394,2320,0.52,20,3
2022-05-16,9985023593,2752,13.44,87,1
2022-10-06,9716491605,2208,48.68,485,9
2023-03-21,9716491608,2702,20.86,464,8
2022-11-08,9611555892,2682,20.93,3012,27
2022-07-09,9611555928,2682,0.00,15,0
2022-04-30,9716491602,2826,242.45,3604,60
2022-12-24,19329701910,2376,1.02,156,0
2022-05-20,1012855394,2170,10.79,126,10
2022-06-08,9611555892,2410,0.00,2,0
2022-03-15,9611555928,2528,11.73,85,1
2023-02-21,16705812708,2528,6.87,8019,19
2022-06-18,11654183162,2442,0.08,92,1
2022-07-17,1012855394,2788,0.16,15,1
2022-10-27,18601828472,2410,6.17,462,2
2022-05-30,9985023596,2344,1.63,24,1
2022-03-22,16141721408,2528,57.76,32966,86
2022-10-30,16193384549,2352,0.54,406,2
2022-07-19,11698174219,2638,0.00,3,0
2022-11-30,19023347656,2484,12.71,2110,7
2022-04-13,1012855394,2504,0.00,22,0
2023-01-25,9656161858,2578,16.18,750,6
2022-09-09,16529545136,2158,4.60,3777,12
2023-03-31,16517320743,2352,1.57,1037,1
2022-06-20,16101107713,2392,914.91,249506,425
2022-07-05,1012855394,2312,0.00,3,0
2022-04-14,16096245591,2222,10.45,9622,25
2022-07-28,1012855394,2050,0.00,26,0
2022-01-04,8687082220,2372,0.81,48,2
2022-11-09,1012855394,2834,0.00,7,0
2022-06-30,1012855394,2204,0.00,3,0
2022-08-18,9731536273,2840,47.49,4376,12
2022-02-04,1012855394,2428,0.18,12,1
2023-01-07,16517320743,2344,25.58,6863,25
2022-10-04,16096245591,2320,4.50,3772,13
2022-04-10,9656161861,2528,48.07,1001,11
2023-01-19,17197475739,2840,1984.58,42709,338
2022-09-12,17335759645,2360,108.30,68131,97
2023-02-01,16976496847,2442,8.99,11875,9
2022-11-09,10586966769,2392,2.12,54,1
2022-02-25,1012855394,2504,0.05,17,1
2022-10-12,16096245591,2484,8.20,3888,17
2023-02-04,1012855394,2858,0.23,22,2
2022-02-16,1012855394,2792,3.71,151,9
2022-10-29,18592041816,2686,0.00,2,0
2023-02-22,9646241456,2036,90.04,2623,22
2022-11-22,11698174219,2642,0.60,12,1
2023-01-10,19336354033,2784,9.57,37043,321
2022-01-13,9611555898,2784,0.21,36,2
2022-04-17,16779095429,2344,5.18,1418,8
2022-06-08,16985277335,2218,16.08,16701,266
2022-08-18,9985023596,2048,0.00,10,0
2022-10-03,9611555892,2276,74.58,459,22
2023-01-08,19316350491,2344,0.01,9,1
2022-06-26,16705812708,2528,11.36,6584,30
2022-02-06,11062795335,2484,289.03,388945,2634
2023-01-30,16101107713,2380,38.05,5105,13
2022-11-24,9645632783,2124,110.77,4099,18
2022-01-01,11197751667,2158,26.98,8808,102
2022-03-06,16141748399,2558,59.58,150562,970
2023-03-18,9716491602,2036,149.45,1851,35
2022-09-28,9611555889,2208,2.88,7,1
2022-06-03,16705812708,2528,95.40,31166,135
2022-06-17,1012855394,2192,0.03,2,1
2023-03-23,9645632783,2833,0.00,14,0
2022-07-24,11698174219,2604,1.08,775,8
2022-05-22,16193384549,2702,121.16,26496,60
2022-12-31,9645632783,2372,26.15,777,4
2022-06-22,11654183162,2276,8.67,10494,76
2022-06-22,16985277335,2214,5.14,6582,90
2023-02-18,16193384549,2376,7.78,2251,8
2022-08-12,1012855394,2630,0.00,15,0
2022-08-04,16985277335,2170,31.14,44336,622
2022-09-18,11698174219,2474,0.00,10,0
2022-10-19,18595362681,2036,2.89,107,1
2023-02-03,9611555892,2784,0.00,3,0
2022-06-18,9985023593,2752,3.82,83,1
2022-04-28,9985023593,2208,0.00,39,0
2022-11-05,16985277335,2068,13.17,26770,252
2023-01-21,16779095429,2158,9.45,3728,50
2022-07-23,11698174219,2356,1.95,4170,34
2023-01-18,9656161861,2410,7.32,121,2
2022-05-28,16096245591,2840,0.02,9,0
2022-04-21,16096245591,2558,5.52,6316,12
2023-02-03,10586966769,2442,0.11,17,1
2023-03-22,9611555892,2682,0.00,2,0
2022-12-17,9656161861,2724,72.64,4158,41
2022-01-27,11510088205,2756,0.24,119,0
2023-01-13,9645746542,2528,22.15,1256,5
2022-05-21,10586966769,2724,6.77,175,1
2022-03-26,16101107713,2208,78.22,22637,76
2022-08-19,9611555892,2352,0.00,5,0
2023-03-03,16193384549,2702,14.44,670,6
2022-11-27,11654183162,2380,0.93,85,12
2022-09-12,16705812708,2528,21.55,12696,45
2023-02-12,10586966769,2376,0.08,117,1
2022-01-22,15589107354,2056,0.56,173,1
2022-08-27,11698174219,2360,1.66,2251,50
2022-01-12,9645632783,2124,22.37,1438,5
2023-03-23,9611555928,2410,0.00,7,0
2022-05-29,9716491608,2376,0.74,114,1
2022-01-27,1012855394,2705,0.11,10,2
2022-08-01,9656161861,2442,0.58,88,1
2022-09-29,9611555889,2578,0.00,3,0
2022-04-21,16985478467,2300,3.78,3026,11
2022-11-21,9656161861,2702,0.64,173,1
2022-09-16,16705812708,2056,29.94,17813,60
2022-04-21,16705812708,2246,25.47,12524,32
2022-01-03,9822852159,2826,351.77,53662,179
2022-06-10,16193384549,2492,0.19,304,0
2022-10-15,18601828472,2634,0.00,143,0
2022-06-22,11698174219,2032,0.05,126,1
2022-12-23,9641610945,2578,5.45,265,3
2023-03-24,16705812708,2246,7.67,10183,25
2022-07-11,16705812708,2208,37.23,12791,36
2022-04-30,9611555892,2276,30.89,117,11
2023-03-26,16141721408,2344,2.38,2293,4
2022-07-21,11698174219,2674,0.00,2,0
2023-02-10,9656161858,2246,13.10,886,5
2022-11-04,9645746542,2376,51.95,2893,19
2023-01-02,9716491608,2410,0.56,56,1
2022-10-26,1012855394,2450,0.00,9,0
2022-10-31,18592031661,2040,0.00,2,0
2022-05-05,1012855394,2340,0.05,10,1
2022-08-23,9611555928,2682,6.52,24,1
2022-11-05,9656161858,2246,55.88,2234,14
2022-08-21,10586966769,2352,0.00,15,0
2022-12-29,16193384549,2492,0.13,60,0
2022-01-12,9611555895,2208,0.00,22,0
2022-05-18,9611555892,2682,0.00,3,0
2022-12-31,1012855394,2558,0.00,2,0
2022-08-15,11698174219,2070,0.32,315,5
2022-12-17,9985023596,2048,0.00,20,0
2022-05-19,1012855394,2710,0.01,31,1
2022-12-31,16517320743,2724,1157.79,415626,1012
2022-09-09,9611555928,2352,0.00,2,0
2022-08-21,9656161861,2756,34.23,537,8
2022-08-18,16529545136,2076,11.66,53802,60
2022-08-05,9611555928,2040,1.79,36,2
2022-06-04,9716491608,2392,1.30,77,1
2023-02-19,16101107713,2056,37.63,4452,10
2022-09-25,16193384549,2528,47.04,1433,12
2022-04-27,9611555898,2682,0.00,9,0
2022-07-22,16193384549,2470,1.92,379,2
2023-01-13,10586966769,2528,0.67,197,1
2022-02-14,9611555892,2048,0.00,2,0
2023-01-17,16517320743,2246,21.24,10324,22
2022-10-09,11654183162,2442,0.07,9,1
2023-01-03,9611555928,2724,37.93,128,7
2022-05-11,9611555928,2702,0.86,12,1
2022-11-24,16735901251,2380,325.62,194536,544
2022-10-14,9611555898,2040,0.64,15,1
2022-04-16,9611555928,2414,2.86,7,1
2022-11-05,16529545136,2188,3.09,2256,8
2022-07-31,9716491608,2414,4.14,100,1
2022-02-10,16096270530,2756,0.14,83,0
2023-02-05,16779095429,2344,0.11,485,1
2022-07-09,11698174219,2716,0.00,2,0
2022-10-26,16107460064,2528,28.87,6703,13
2022-11-14,10586966769,2392,0.00,71,0
2022-01-02,9641610945,2752,39.55,4065,8
2022-05-22,9645746542,2682,2.37,231,1
2022-04-25,16107460064,2372,10.03,491,2
2022-05-19,16985478467,2032,3.95,3555,5
2022-02-07,16101107713,2040,9.16,11286,35
2022-06-17,11654183429,2578,4.99,1974,21
2023-03-01,9645746542,2410,1.48,1132,5
2022-06-15,10586966769,2276,4.41,223,1
2022-11-04,16517320743,2376,88.40,25583,106
2023-02-12,9656161861,2682,3.29,760,2
2022-05-20,16705812708,2376,667.90,227958,1080
2022-11-04,17335759645,2440,26.12,6885,34
2022-04-18,16705812708,2528,40.56,10095,48
2022-01-16,1012855394,2516,0.00,2,0
2022-10-11,1012855394,2188,0.00,20,0
2022-05-12,1012855394,2031,0.00,3,0
2022-10-15,9816566817,2840,0.63,445,1
2022-06-15,11698174219,2233,0.45,311,3
2023-01-30,1012855394,2152,0.45,48,6
2022-09-29,9716491608,2470,0.00,56,0
2022-03-01,16090441168,2710,91.02,33731,333
2023-04-02,10586966769,2414,0.10,31,1
2022-09-10,9645746542,2528,88.22,4952,18
2023-01-20,9611555898,2250,1.63,34,4
2023-01-16,1012855394,2191,0.08,10,1
2022-10-18,18598835899,2528,10.63,209,2
2022-06-06,16517320743,2352,17.93,4995,11
2023-02-16,16193384549,2578,13.06,371,4
2023-01-31,1012855394,2428,0.01,2,1
2022-12-17,8687082217,2840,48.81,590,11
2023-01-11,9611555892,2470,0.00,2,0
2023-01-01,10586966769,2376,0.00,37,0
2022-07-15,16517320743,2352,11.98,3424,8
2022-12-06,16517320743,2724,570.20,167521,487
2022-11-15,17335759645,2170,19.55,64981,41
2022-03-18,1012855394,2120,0.00,2,0
2022-05-06,1012855394,2788,0.00,12,0
2022-08-16,9656161861,2442,3.32,65,1
2023-01-21,16517320743,2040,13.94,4548,13
2022-12-07,1012855394,2348,1.36,77,4
2022-12-06,19016565285,2191,0.12,184,1
2022-09-07,1012855394,2454,0.00,2,0
2022-04-27,16548613620,2124,171.88,10079,41
2022-10-18,16193384549,2372,9.38,1353,4
2022-03-19,9645632783,2826,141.99,4449,27
2022-04-17,9716491608,2344,2.10,92,1
2022-04-29,16517320743,2056,119.50,29733,79
2022-08-07,17335759645,2428,17.38,9488,18
2022-04-23,16517320743,2752,100.25,12541,60
2022-08-01,16193384549,2414,5.15,1108,13
2022-01-17,15249177352,2380,0.00,7,0
2022-08-24,1012855394,2233,0.00,5,0
2022-11-26,16107460064,2036,178.42,15955,47
2022-09-03,16141721408,2414,2.88,5211,35
2022-12-18,16096245591,2558,0.94,876,2
2023-02-12,9611555928,2352,0.00,2,0
2022-01-04,9716491602,2554,0.00,168,0
2022-07-11,11698174219,2832,2.00,41,1
2022-12-23,8689311018,2124,56.96,192,8
2022-04-16,9611555892,2410,0.00,2,0
2022-02-04,15673399839,2276,22.35,5999,15
2022-02-11,14720659140,2276,177.68,89750,149
2022-07-02,11698174219,2175,0.03,9,1
2022-04-01,16107460064,2376,3.35,235,3
2022-06-21,16107460064,2372,125.80,80344,97
2022-04-26,16101107713,2352,30.77,6300,17
2023-02-20,9716491602,2372,7.16,967,4
2022-05-28,16766225199,2528,52.33,6084,76
2022-09-26,9611555898,2276,8.78,94,16
2022-06-21,16985277335,2188,14.93,11584,134
2022-12-12,9611555928,2040,16.33,41,3
2022-01-03,1730637502,2458,71.98,90420,302
2023-03-18,16107460064,2372,22.35,4468,13
2022-01-29,9985023596,2442,0.00,7,0
2022-12-16,9611555928,2442,0.00,3,0
2022-12-31,16985277335,2858,3.34,6010,46
2022-01-15,14720659140,2246,88.12,13394,39
2022-12-01,1012855394,2608,1.03,90,5
2023-03-13,9985023596,2056,3.38,199,1
2022-01-11,15589107327,2276,20.28,9581,6
2022-02-08,16090441168,2604,5.50,4757,34
2023-04-05,9716491608,2352,0.00,2,0
2022-05-30,16193384549,2048,120.31,61968,132
2022-02-21,14720659140,2756,10.16,2489,6
2022-01-08,9611555892,2040,3.59,19,2
2022-01-15,15589107333,2752,4.26,1114,0
2023-01-12,9645746542,2784,1.23,354,1
2022-01-30,14720659140,2554,276.64,19021,113
2022-12-13,16141721408,2784,61.12,48907,195
2023-03-06,16779095429,2446,0.00,20,0
2022-04-29,16101107713,2208,49.85,6164,62
2022-05-06,16985277335,2214,12.64,23385,172
2022-12-31,16705812708,2372,183.85,128047,489
2023-01-17,16107460064,2208,14.50,3138,9
2023-03-30,1012855394,2222,0.30,3,1
2022-03-08,16101107713,2578,80.33,19128,64
2022-10-20,16985277335,2862,1.66,3536,29
2022-06-09,1012855394,2360,1.27,126,8
2022-08-23,9731196168,2372,3.21,105,1
2022-05-09,16976496847,2438,4.88,740,4
2022-09-24,16985277335,2340,3.47,5607,60
2022-05-24,9656161861,2344,4.89,201,3
2023-02-02,1012855394,2170,18.37,221,15
2022-07-19,9985023596,2056,0.00,112,0
2022-08-13,9985023593,2246,2.44,90,1
2022-07-19,16193384549,2724,9.67,1737,5
2023-04-04,9656161861,2048,0.08,94,1
2022-09-14,1012855394,2499,0.00,3,0
2022-07-13,16735901251,2380,652.19,794903,3671
2022-11-20,1012855394,2834,0.00,9,0
2022-09-26,1012855394,2170,0.81,117,14
2022-09-25,11698174219,2616,10.22,4175,80
2022-05-11,16096245591,2604,6.71,3315,12
2022-11-17,1012855394,2032,0.21,119,1
2022-11-05,1012855394,2050,0.01,15,1
2022-09-10,1012855394,2051,0.00,2,0
2022-01-23,15588078900,2724,0.14,12,0
2022-02-22,16141721408,2578,30.03,4838,11
2023-03-25,9641610945,2246,29.12,1931,11
2022-08-20,1012855394,2620,13.04,85,6
2022-01-12,15673399839,2492,0.05,5,1
2023-01-11,16529545136,2458,14.93,32718,188
2022-08-20,1012855394,2218,0.01,41,1
2022-09-06,11698174219,2604,0.10,114,2
2022-10-20,16705812708,2528,50.76,26287,74
2022-12-23,9611555898,2380,1.63,31,1
2022-08-15,16985277335,2320,4.81,20325,140
2022-10-19,1012855394,2440,0.01,7,1
2022-08-27,9985023596,2702,0.00,85,0
2022-11-15,18889806200,2352,0.67,223,0
2022-11-25,19016565285,2440,0.96,155,1
2022-06-09,16517320743,2208,68.74,3041,11
2022-06-22,9716491602,2826,279.04,4738,64
2022-09-07,11698174219,2858,0.00,83,0
2022-01-02,15589107333,2492,0.00,9,0
2022-05-31,1012855394,2638,0.00,104,0
2022-12-15,16141721408,2036,85.27,9432,67
2022-06-03,16705812708,2040,26.72,11320,43
2022-01-31,11062795335,2340,7.28,22603,154
2022-09-16,11698174219,2010,0.00,2,0
2022-05-01,1012855394,2440,2.95,15,2
2022-09-29,8709347981,2124,0.96,46,1
2023-01-17,9611555928,2040,46.97,43,3
2022-10-11,1012855394,2340,0.00,3,0
2022-05-24,9645746542,2414,0.00,80,0
2022-06-17,10586966769,2276,6.26,204,1
2022-06-22,16096245591,2630,2.43,1052,4
2022-11-08,16096245591,2484,19.68,11223,41
2022-07-30,10586966769,2724,0.00,190,0
2022-07-08,16107460064,2840,6393.39,868964,1251
2023-02-03,9656161861,2376,20.48,1290,9
2022-03-19,8687082220,2554,1.52,32,4
2022-06-25,1012855394,2480,0.00,2,0
2023-04-02,9656161861,2380,33.36,2317,36
2022-04-28,16517320743,2344,98.52,32067,106
2022-05-19,9611555892,2682,0.00,5,0
2022-07-04,11698174219,2591,0.41,400,4
2022-08-28,11698174219,2388,0.00,7,0
2022-01-12,11698174219,2170,0.00,2,0
2022-08-06,11654183162,2682,0.05,71,1
2023-03-19,16107460064,2833,0.37,34,0
2023-01-21,9646241456,2372,0.00,340,0
2022-11-27,8709347981,2372,2.51,41,1
2022-07-08,16517320743,2578,78.47,9384,34
2022-08-22,11698174219,2231,0.00,2,0
2022-04-08,16193384549,2380,25.73,6418,24
2022-10-21,1012855394,2703,0.03,9,1
2022-01-08,9968096296,2372,70.72,15057,67
2022-10-04,11654183162,2756,0.07,48,1
2023-01-01,16141721408,2056,148.59,147837,565
2022-08-31,9716491608,2376,2.04,214,1
2022-07-30,8689311018,2124,58.36,97,12
2022-07-02,11698174219,2258,0.10,80,3
2022-07-24,1012855394,2070,0.00,3,0
2022-09-15,11654183162,2410,0.03,56,1
2022-12-12,8687082220,2554,0.18,34,4
2022-10-16,16193384549,2344,10.89,2446,3
2023-02-13,16101107713,2682,31.94,13413,41
2022-10-03,16141721408,2124,24.90,4418,48
2022-06-25,10586966769,2784,0.00,92,0
2022-10-30,11698174219,2704,0.14,39,1
2022-05-13,16529545136,2616,26.13,8407,51
2022-05-04,16101107713,2492,0.23,517,2
2022-10-23,8687082220,2036,7.16,92,9
2023-03-02,16141721408,2372,6.92,2363,15
2022-01-19,15588078891,2250,0.38,258,1
2023-03-20,9641610945,2208,41.55,1731,14
2022-10-14,18598958317,2784,0.00,2,0
2022-09-13,11698174219,2068,0.00,36,0
2022-12-21,16101107713,2352,16.12,3057,5
2022-04-27,9645746542,2756,3.16,124,1
2022-04-20,9985023593,2246,0.00,49,0
2022-10-26,16141721408,2756,1.38,813,2
2022-05-04,16985277335,2188,56.28,44380,322
2022-02-18,9985023593,2246,0.00,70,0
2022-05-20,1012855394,2292,0.00,2,0
2022-02-08,9716491608,2634,3.27,111,1
2022-07-17,9656161861,2376,22.14,581,8
2023-01-16,1012855394,2218,0.08,20,1
2022-01-30,9822852159,2352,0.01,92,0
2022-04-18,16730810874,2203,0.47,10,1
2022-09-26,17335780291,2702,0.17,34,1
2022-04-29,10586966766,2246,0.00,63,0
2022-10-25,1012855394,2663,0.00,5,0
2022-12-03,9656161861,2040,16.73,617,4
2022-09-21,9611555928,2702,0.00,46,0
2023-01-16,16779095429,2446,0.00,14,0
2022-06-02,9985023596,2276,12.03,377,2
2022-07-26,16529545136,2158,0.94,660,1
2022-03-25,9611555895,2246,1.34,95,7
2022-09-03,9611555895,2578,1.93,24,5
2023-03-23,9611555892,2056,5.10,9,1
2023-03-01,9731196168,2036,28.34,695,8
2022-06-04,16985277335,2484,346.90,217977,4227
2022-01-19,9656161861,2528,11.26,719,3
2022-09-02,9716491608,2528,26.12,534,6
2022-02-18,14720659140,2040,15.90,3403,13
2022-08-25,16529545136,2203,7.63,5693,18
2022-01-10,1012855394,2690,0.00,2,0
2022-10-01,16141721408,2250,23.50,30772,102
2022-05-09,16985277335,2188,31.70,42231,258
2022-06-05,1012855394,2158,0.00,32,0
2022-03-30,16463239324,2764,78.40,81396,248
2023-02-17,17335759645,2705,6.13,1124,3
2022-10-26,16101107713,2410,14.49,3006,9
2022-07-04,11654183423,2554,1.85,1090,6
2022-05-13,9611555928,2344,3.64,20,1
2022-12-09,10586966769,2756,4.60,122,1
2022-11-16,9611555928,2756,2.73,63,4
2022-09-13,16517320743,2352,5.34,3582,8
2022-10-13,11698174219,2608,0.22,257,7
2022-10-12,9611555898,2784,0.26,5,1
2022-12-30,16141721408,2528,105.88,70523,238
2023-02-11,16517320743,2554,41.20,9092,38
2022-08-27,16985277335,2068,6.79,32006,213
2022-10-14,9645632783,2554,6.14,502,3
2022-12-11,8709347981,2124,21.33,88,6
2022-05-24,1012855394,2462,0.00,2,0
2022-07-23,16985277335,2840,6.39,2931,39
2022-04-05,9646241456,2372,43.88,1037,11
2023-02-13,10586966769,2442,0.00,2,0
2023-03-30,16985277335,2222,4.64,9767,69
2022-12-29,16101107713,2048,16.40,7023,20
2022-12-10,17298592738,2756,170.50,9518,74
2022-07-31,9611555892,2040,9.10,29,4
2022-12-23,16193384549,2702,17.27,1707,7
2022-07-27,16141721408,2250,66.86,71128,173
2022-04-22,16870296125,2840,56.61,9688,22
2022-05-14,16517320743,2208,245.12,46301,161
2022-05-19,9731196168,2036,0.00,145,0
2022-08-09,1012855394,2218,0.60,99,4
2022-10-16,11698174219,2170,0.19,182,2
2022-02-23,9985023596,2528,18.10,216,3
2022-03-04,16101107713,2124,524.46,56296,189
2023-02-11,16101107713,2634,9.08,5919,15
2022-10-30,11654183162,2470,0.04,19,1
2022-03-24,1012855394,2191,0.00,17,0
2022-01-16,11510088205,2040,16.43,124,2
2023-02-18,1012855394,2368,0.00,17,0
2023-01-12,19329701910,2414,0.64,228,1
2023-03-08,16193384549,2682,17.93,4116,16
2022-02-14,16193384549,2276,8.18,294,3
2022-10-03,1012855394,2398,0.88,17,3
2022-10-25,18592031661,2702,0.00,5,0
2022-06-24,11698174219,2086,0.00,5,0
2022-04-17,16517320743,2724,193.83,36317,128
2022-08-12,9611555925,2246,2.68,36,1
2022-09-02,16705812708,2352,4.12,1817,5
2022-04-13,1012855394,2716,0.00,2,0
2022-09-22,16107460064,2056,173.57,46238,81
2023-03-22,19097200206,2756,3.66,507,2
2022-02-14,9816569721,2036,34.51,775,13
2023-01-20,9985023596,2414,0.00,22,0
2023-02-05,16529545136,2152,14.73,15677,54
2022-08-02,11698174219,2531,0.00,17,0
2022-03-24,16141721408,2056,13.40,3976,10
2022-06-18,1012855394,2646,0.00,5,0
2022-06-24,11698174219,2788,0.27,491,6
2022-09-06,16193384549,2040,0.44,393,1
2022-03-08,1012855394,2340,0.00,5,0
2023-01-31,11038309165,2392,71.58,9085,149
2022-12-06,9716491608,2410,0.00,80,0
2022-10-22,9656161861,2380,8.33,529,4
2022-08-29,1012855394,2180,0.00,5,0
2023-03-31,1012855394,2356,13.01,706,47
2022-10-04,16096245591,2604,4.17,2528,7
2022-11-29,19023561023,2170,0.00,70,0
2023-04-03,9645746542,2250,18.74,2893,13
2023-04-02,9611555892,2784,0.00,7,0
2022-10-11,17335780291,2702,0.00,15,0
2022-01-04,11062795335,2558,4.43,3694,62
2022-03-01,14720659140,2392,33.83,11002,21
2023-02-17,9656161861,2442,3.14,82,2
2022-05-04,9985023596,2410,0.00,41,0
2022-01-05,14720659140,2784,47.83,20041,112
2022-03-27,16193384549,2578,19.75,2593,12
2022-08-01,16193384549,2208,19.50,400,5
2023-03-31,16141721408,2048,1.99,3665,18
2022-06-20,16141721408,2036,26.84,2193,34
2022-06-11,1012855394,2308,0.00,2,0
2023-01-24,16517320743,2372,43.51,16631,39
2022-04-02,16141721408,2634,9.59,13173,63
2023-03-06,16705812708,2756,1.33,2450,4
2022-10-08,16107460064,2352,6.45,1197,5
2022-03-24,16101107713,2682,1090.89,647323,1908
2022-11-28,18862348236,2352,8.37,1875,3
2022-07-18,11698174219,2076,35.15,26195,257
2022-10-22,11654183429,2578,2.59,126,4
2022-07-23,16705812708,2752,3.16,3529,10
2023-04-02,9716491608,2056,12.08,337,4
2022-03-07,9611555928,2040,2.51,34,2
2023-03-02,16141721408,2124,54.11,3740,53
2022-03-11,9716491608,2392,1.68,121,1
2022-04-18,16141721408,2578,12.03,4627,13
2022-09-01,16517320743,2040,8.02,3188,12
2022-09-18,16985277335,2222,5.40,10382,103
2022-09-25,16107460064,2250,670.55,172298,289
2023-02-26,17335759645,2188,6.28,5602,9
2022-06-12,16141721408,2040,6.96,5693,11
2022-10-01,18416687023,2840,2583.09,180897,1112
2022-06-15,16529545136,2604,0.45,486,4
2022-08-27,9985023596,2442,0.00,10,0
2022-01-24,9641610945,2578,21.56,896,1
2022-03-29,16529545136,2484,6.44,14453,63
2023-04-01,16193384549,2040,1.81,537,0
2022-07-26,1012855394,2288,0.00,19,0
2022-10-17,18592031661,2056,0.00,5,0
2022-05-10,16529545136,2032,1.73,3434,15
2022-09-09,16193384549,2756,1.07,129,0
